theme,FundingName,year,recipients,totalAwarded,maxAwarded,avgAwarded,id
elderly,The Clothworkers Foundation,2016,17,"£196,500","£21,600","£11,559",elderly-The Clothworkers Foundation
elderly,The Clothworkers Foundation,2017,1,"£10,000","£10,000","£10,000",elderly-The Clothworkers Foundation
elderly,The Dulverton Trust,2005,1,"£20,000","£20,000","£20,000",elderly-The Dulverton Trust
elderly,The Dulverton Trust,2006,2,"£8,500","£6,000","£4,250",elderly-The Dulverton Trust
elderly,The Dulverton Trust,2007,2,"£4,000","£2,000","£2,000",elderly-The Dulverton Trust
elderly,The Dulverton Trust,2008,4,"£14,000","£7,000","£3,500",elderly-The Dulverton Trust
elderly,The Dulverton Trust,2010,1,"£1,200","£1,200","£1,200",elderly-The Dulverton Trust
elderly,The Dulverton Trust,2016,1,"£50,000","£50,000","£50,000",elderly-The Dulverton Trust
elderly,The Dunhill Medical Trust,2009,1,"£25,000","£25,000","£25,000",elderly-The Dunhill Medical Trust
elderly,The Dunhill Medical Trust,2010,1,"£19,715","£19,715","£19,715",elderly-The Dunhill Medical Trust
elderly,The Dunhill Medical Trust,2013,1,"£55,700","£55,700","£55,700",elderly-The Dunhill Medical Trust
elderly,The Dunhill Medical Trust,2015,2,"£33,300","£25,000","£16,650",elderly-The Dunhill Medical Trust
elderly,The Dunhill Medical Trust,2016,3,"£80,097","£31,573","£26,699",elderly-The Dunhill Medical Trust
elderly,The Dunhill Medical Trust,2017,1,"£43,000","£43,000","£43,000",elderly-The Dunhill Medical Trust
elderly,The Henry Smith Charity,2012,1,"£2,000","£2,000","£2,000",elderly-The Henry Smith Charity
elderly,The Henry Smith Charity,2013,1,"£2,000","£2,000","£2,000",elderly-The Henry Smith Charity
elderly,The Henry Smith Charity,2015,1,"£10,000","£10,000","£10,000",elderly-The Henry Smith Charity
elderly,The Robertson Trust,2017,2,"£19,500","£18,000","£9,750",elderly-The Robertson Trust
elderly,Trafford Housing Trust Social Investment,2014,2,"£3,170","£2,170","£1,585",elderly-Trafford Housing Trust Social Investment
elderly,Trafford Housing Trust Social Investment,2017,3,"£5,914","£4,940","£1,971",elderly-Trafford Housing Trust Social Investment
elderly,Trafford Metropolitan Borough Council,2013,1,"£3,056","£3,056","£3,056",elderly-Trafford Metropolitan Borough Council
elderly,Tuixen Foundation,2011,1,"£50,000","£50,000","£50,000",elderly-Tuixen Foundation
elderly,Tuixen Foundation,2012,1,"£50,000","£50,000","£50,000",elderly-Tuixen Foundation
elderly,Tuixen Foundation,2013,1,"£50,000","£50,000","£50,000",elderly-Tuixen Foundation
elderly,Tuixen Foundation,2014,1,"£30,000","£30,000","£30,000",elderly-Tuixen Foundation
elderly,Tuixen Foundation,2015,1,"£20,000","£20,000","£20,000",elderly-Tuixen Foundation
elderly,Tuixen Foundation,2016,1,"£20,000","£20,000","£20,000",elderly-Tuixen Foundation
elderly,Tuixen Foundation,2017,1,"£25,000","£25,000","£25,000",elderly-Tuixen Foundation
elderly,Two Ridings Community Foundation,2017,3,"£6,876","£4,970","£2,292",elderly-Two Ridings Community Foundation
elderly,Wiltshire Community Foundation,2015,2,"£14,000","£9,000","£7,000",elderly-Wiltshire Community Foundation
elderly,Wolfson Foundation,2014,2,"£40,000","£25,000","£20,000",elderly-Wolfson Foundation
elderly,Wolfson Foundation,2015,6,"£202,500","£50,000","£33,750",elderly-Wolfson Foundation
elderly,Woodward Charitable Trust,2004,2,"£3,474","£2,474","£1,737",elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2005,1,"£1,000","£1,000","£1,000",elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2008,1,"£2,000","£2,000","£2,000",elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2009,2,"£2,000","£1,000","£1,000",elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2010,1,£700,£700,£700,elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2015,1,£500,£500,£500,elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2016,1,£500,£500,£500,elderly-Woodward Charitable Trust
elderly,Woodward Charitable Trust,2017,1,"£1,000","£1,000","£1,000",elderly-Woodward Charitable Trust
equipment,Barrow Cadbury Trust,2013,1,"£5,000","£5,000","£5,000",equipment-Barrow Cadbury Trust
equipment,Barrow Cadbury Trust,2015,2,"£32,000","£29,000","£16,000",equipment-Barrow Cadbury Trust
equipment,BBC Children in Need,2013,2,"£151,861","£111,901","£75,931",equipment-BBC Children in Need
equipment,BBC Children in Need,2014,6,"£431,932","£110,000","£71,989",equipment-BBC Children in Need
equipment,BBC Children in Need,2015,8,"£241,240","£99,401","£30,155",equipment-BBC Children in Need
equipment,Birmingham City Council,2015,1,£47,£47,£47,equipment-Birmingham City Council
equipment,Birmingham City Council,2016,2,"£1,300","£1,000",£650,equipment-Birmingham City Council
equipment,Cheshire Community Foundation,2016,12,"£44,057","£14,894","£3,671",equipment-Cheshire Community Foundation
equipment,Cheshire Community Foundation,2017,17,"£99,610","£23,322","£5,859",equipment-Cheshire Community Foundation
equipment,City Bridge Trust,2016,1,"£42,000","£42,000","£42,000",equipment-City Bridge Trust
equipment,City Bridge Trust,2017,2,"£116,700","£73,700","£58,350",equipment-City Bridge Trust
equipment,Co-operative Group,2017,1103,"£2,687,433","£14,128","£2,436",equipment-Co-operative Group
equipment,Community Foundation for Surrey,2016,25,"£49,248","£15,017","£1,970",equipment-Community Foundation for Surrey
equipment,Community Foundation for Surrey,2017,8,"£14,902","£4,416","£1,863",equipment-Community Foundation for Surrey
equipment,Community Foundation serving Tyne & Wear and Northumberland,2015,31,"£113,733","£50,000","£3,669",equipment-Community Foundation serving Tyne & Wear and Northumberland
equipment,Community Foundation serving Tyne & Wear and Northumberland,2016,43,"£91,688","£14,000","£2,132",equipment-Community Foundation serving Tyne & Wear and Northumberland
equipment,Community Foundation serving Tyne & Wear and Northumberland,2017,32,"£77,117","£12,500","£2,410",equipment-Community Foundation serving Tyne & Wear and Northumberland
equipment,Corra Foundation,2015,3,"£10,500","£4,500","£3,500",equipment-Corra Foundation
equipment,Corra Foundation,2016,1,"£3,342","£3,342","£3,342",equipment-Corra Foundation
equipment,Dundee City Council,2016,1,"£15,491","£15,491","£15,491",equipment-Dundee City Council
equipment,Essex Community Foundation,2016,9,"£37,109","£8,800","£4,123",equipment-Essex Community Foundation
equipment,Essex Community Foundation,2017,23,"£46,254","£7,000","£2,011",equipment-Essex Community Foundation
equipment,Greenham Common Trust,2015,1,"£1,080","£1,080","£1,080",equipment-Greenham Common Trust
equipment,Heart Of England Community Foundation,2016,4,"£5,830","£2,000","£1,458",equipment-Heart Of England Community Foundation
equipment,Heart Of England Community Foundation,2017,7,"£106,292","£50,000","£15,185",equipment-Heart Of England Community Foundation
equipment,Indigo Trust,2004,1,"£190,659","£190,659","£190,659",equipment-Indigo Trust
equipment,Joseph Rowntree Foundation,2016,3,"£11,000","£5,000","£3,667",equipment-Joseph Rowntree Foundation
equipment,Lloyd's Register Foundation,2011,1,"£625,000","£625,000","£625,000",equipment-Lloyd's Register Foundation
equipment,Lloyd's Register Foundation,2016,1,"£50,000","£50,000","£50,000",equipment-Lloyd's Register Foundation
equipment,Lloyds Bank Foundation for England and Wales,2010,11,"£251,800","£41,400","£22,891",equipment-Lloyds Bank Foundation for England and Wales
equipment,Lloyds Bank Foundation for England and Wales,2011,10,"£320,000","£60,000","£32,000",equipment-Lloyds Bank Foundation for England and Wales
equipment,Lloyds Bank Foundation for England and Wales,2012,6,"£142,300","£40,300","£23,717",equipment-Lloyds Bank Foundation for England and Wales
equipment,Lloyds Bank Foundation for England and Wales,2013,4,"£89,100","£29,000","£22,275",equipment-Lloyds Bank Foundation for England and Wales
equipment,Lloyds Bank Foundation for England and Wales,2014,3,"£116,200","£72,000","£38,733",equipment-Lloyds Bank Foundation for England and Wales
equipment,Lloyds Bank Foundation for England and Wales,2015,4,"£121,975","£49,808","£30,494",equipment-Lloyds Bank Foundation for England and Wales
equipment,Lloyds Bank Foundation for England and Wales,2017,2,"£171,492","£99,492","£85,746",equipment-Lloyds Bank Foundation for England and Wales
equipment,London Borough of Barnet,2017,2,"£9,563","£4,788","£4,782",equipment-London Borough of Barnet
equipment,London Catalyst,2012,1,"£3,000","£3,000","£3,000",equipment-London Catalyst
equipment,London Catalyst,2016,1,"£4,000","£4,000","£4,000",equipment-London Catalyst
equipment,London Councils,2013,1,"£598,140","£598,140","£598,140",equipment-London Councils
equipment,Macc,2017,2,"£2,500","£2,000","£1,250",equipment-Macc
equipment,Masonic Charitable Foundation,2016,6,"£116,925","£60,000","£19,488",equipment-Masonic Charitable Foundation
equipment,Masonic Charitable Foundation,2017,2,"£9,000","£5,000","£4,500",equipment-Masonic Charitable Foundation
equipment,Nationwide Foundation,2010,2,"£8,500","£5,000","£4,250",equipment-Nationwide Foundation
equipment,One Manchester,2015,3,"£6,600","£5,000","£2,200",equipment-One Manchester
equipment,One Manchester,2016,3,"£9,000","£5,000","£3,000",equipment-One Manchester
equipment,Oxfordshire Community Foundation,2013,13,"£12,645","£2,000",£973,equipment-Oxfordshire Community Foundation
equipment,Oxfordshire Community Foundation,2015,5,"£6,095","£1,800","£1,219",equipment-Oxfordshire Community Foundation
equipment,Oxfordshire Community Foundation,2016,15,"£59,848","£24,702","£3,990",equipment-Oxfordshire Community Foundation
equipment,Oxfordshire Community Foundation,2017,20,"£83,859","£45,500","£4,193",equipment-Oxfordshire Community Foundation
equipment,Power to Change,2016,1,"£105,378","£105,378","£105,378",equipment-Power to Change
equipment,Quartet Community Foundation,2016,31,"£113,816","£10,000","£3,671",equipment-Quartet Community Foundation
equipment,Quartet Community Foundation,2017,52,"£102,987","£9,720","£1,981",equipment-Quartet Community Foundation
equipment,R S Macdonald Charitable Trust,2015,2,"£45,000","£35,000","£22,500",equipment-R S Macdonald Charitable Trust
equipment,R S Macdonald Charitable Trust,2016,6,"£90,900","£30,000","£15,150",equipment-R S Macdonald Charitable Trust
equipment,R S Macdonald Charitable Trust,2017,2,"£6,158","£5,000","£3,079",equipment-R S Macdonald Charitable Trust
equipment,Scottish Council For Voluntary Organisations,2015,10,"£94,095","£16,533","£9,409",equipment-Scottish Council For Voluntary Organisations
equipment,Scottish Council For Voluntary Organisations,2016,5,"£31,946","£9,656","£6,389",equipment-Scottish Council For Voluntary Organisations
equipment,Scottish Council For Voluntary Organisations,2017,8,"£64,865","£10,000","£8,108",equipment-Scottish Council For Voluntary Organisations
equipment,Seafarers UK,2017,2,"£140,220","£120,220","£70,110",equipment-Seafarers UK
equipment,Somerset Community Foundation,2016,15,"£74,557","£23,440","£4,970",equipment-Somerset Community Foundation
equipment,Somerset Community Foundation,2017,4,"£2,900","£1,000",£725,equipment-Somerset Community Foundation
equipment,Staples Trust,2016,1,"£3,500","£3,500","£3,500",equipment-Staples Trust
equipment,The Clothworkers Foundation,2016,67,"£617,550","£40,000","£9,217",equipment-The Clothworkers Foundation
equipment,The Clothworkers Foundation,2017,58,"£559,550","£30,000","£9,647",equipment-The Clothworkers Foundation
equipment,The David & Elaine Potter Foundation,2013,1,"£2,800","£2,800","£2,800",equipment-The David & Elaine Potter Foundation
equipment,The David & Elaine Potter Foundation,2014,1,"£3,500","£3,500","£3,500",equipment-The David & Elaine Potter Foundation
equipment,The Dulverton Trust,2005,8,"£15,500","£2,500","£1,938",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2006,13,"£70,500","£35,000","£5,423",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2007,19,"£119,400","£40,000","£6,284",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2008,10,"£20,250","£2,500","£2,025",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2009,6,"£64,000","£28,600","£10,667",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2010,9,"£46,800","£30,000","£5,200",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2011,2,"£4,000","£2,000","£2,000",equipment-The Dulverton Trust
equipment,The Dulverton Trust,2014,1,"£25,000","£25,000","£25,000",equipment-The Dulverton Trust
equipment,The Dunhill Medical Trust,2010,1,"£5,000","£5,000","£5,000",equipment-The Dunhill Medical Trust
equipment,The Henry Smith Charity,2012,5,"£98,840","£58,000","£19,768",equipment-The Henry Smith Charity
equipment,The Henry Smith Charity,2013,6,"£165,300","£86,200","£27,550",equipment-The Henry Smith Charity
equipment,The Henry Smith Charity,2014,10,"£135,167","£50,800","£13,517",equipment-The Henry Smith Charity
equipment,The Henry Smith Charity,2015,2,"£10,000","£5,000","£5,000",equipment-The Henry Smith Charity
equipment,The Henry Smith Charity,2016,3,"£19,450","£10,000","£6,483",equipment-The Henry Smith Charity
equipment,The Joseph Rank Trust,2017,1,"£56,000","£56,000","£56,000",equipment-The Joseph Rank Trust
equipment,The Robertson Trust,2015,2,"£2,000","£1,000","£1,000",equipment-The Robertson Trust
equipment,The Robertson Trust,2016,3,"£8,500","£5,000","£2,833",equipment-The Robertson Trust
equipment,The Robertson Trust,2017,6,"£18,300","£5,000","£3,050",equipment-The Robertson Trust
equipment,The Tudor Trust,2013,1,"£70,000","£70,000","£70,000",equipment-The Tudor Trust
equipment,The Tudor Trust,2014,3,"£111,000","£74,000","£37,000",equipment-The Tudor Trust
equipment,The Tudor Trust,2015,1,"£3,500","£3,500","£3,500",equipment-The Tudor Trust
equipment,The Tudor Trust,2016,2,"£103,000","£60,000","£51,500",equipment-The Tudor Trust
equipment,The Tudor Trust,2017,1,"£50,000","£50,000","£50,000",equipment-The Tudor Trust
