"theme","fundersTop10","country","year","recipients","totalAwarded","maxAwarded","avgAwarded"
"disabled","The Wellcome Trust",NA,2016,8,740441,256000,92555.125
"disabled","The Wellcome Trust",NA,2017,2,15713,10808,7856.5
"elderly","Comic Relief",NA,2016,1,40000,40000,40000
"elderly","Esmée Fairbairn Foundation",NA,2009,2,166940,146940,83470
"elderly","Esmée Fairbairn Foundation",NA,2011,1,30000,30000,30000
"elderly","Esmée Fairbairn Foundation",NA,2012,2,217281,195281,108640.5
"elderly","Northern Rock Foundation",NA,2004,2,34780,19780,17390
"elderly","Northern Rock Foundation",NA,2005,2,125000,80000,62500
"elderly","Northern Rock Foundation",NA,2006,1,99002,99002,99002
"elderly","Northern Rock Foundation",NA,2007,1,64423,64423,64423
"elderly","Northern Rock Foundation",NA,2009,1,7600,7600,7600
"elderly","Northern Rock Foundation",NA,2010,1,78951,78951,78951
"elderly","others","Zimbabwe",2005,1,20000,20000,20000
"elderly","others",NA,2004,2,3474,2474,1737
"elderly","others",NA,2005,1,1000,1000,1000
"elderly","others",NA,2006,2,8500,6000,4250
"elderly","others",NA,2007,2,4000,2000,2000
"elderly","others",NA,2008,5,16000,7000,3200
"elderly","others",NA,2009,11,66938,25000,6085.27272727273
"elderly","others",NA,2010,13,96476,22000,7421.23076923077
"elderly","others",NA,2011,4,98482,50000,24620.5
"elderly","others",NA,2012,7,243564,146400,34794.8571428571
"elderly","others",NA,2013,14,286984.37,55700,20498.8835714286
"elderly","others",NA,2014,24,405486.58,81300,16895.2741666667
"elderly","others",NA,2015,33,445863.7,50000,13511.0212121212
"elderly","others",NA,2016,74,647351.92,75800,8747.99891891892
"elderly","others",NA,2017,269,1007152.25,75000,3744.06040892193
"elderly","Paul Hamlyn Foundation",NA,2012,1,104900,104900,104900
"elderly","Sport England",NA,2010,1,2345,2345,2345
"elderly","The Big Lottery Fund","Bangladesh",2004,2,9804,4954,4902
"elderly","The Big Lottery Fund","Bangladesh",2005,1,3500,3500,3500
"elderly","The Big Lottery Fund","Bangladesh",2006,1,5000,5000,5000
"elderly","The Big Lottery Fund","Bangladesh",2007,2,14995,9995,7497.5
"elderly","The Big Lottery Fund","Brazil",2004,1,4250,4250,4250
"elderly","The Big Lottery Fund","Congo",2007,1,9993,9993,9993
"elderly","The Big Lottery Fund","Congo",2015,1,5060,5060,5060
"elderly","The Big Lottery Fund","Egypt",2006,1,1676,1676,1676
"elderly","The Big Lottery Fund","India",2004,1,4800,4800,4800
"elderly","The Big Lottery Fund","India",2006,3,13710,5000,4570
"elderly","The Big Lottery Fund","India",2007,1,52255,52255,52255
"elderly","The Big Lottery Fund","India",2008,1,9600,9600,9600
"elderly","The Big Lottery Fund","India",2010,1,4490,4490,4490
"elderly","The Big Lottery Fund","Iran",2004,2,9945,5000,4972.5
"elderly","The Big Lottery Fund","Iran",2013,1,9986,9986,9986
"elderly","The Big Lottery Fund","Ireland",2017,1,499281,499281,499281
"elderly","The Big Lottery Fund","Mauritius",2005,1,5000,5000,5000
"elderly","The Big Lottery Fund","Pakistan",2004,1,5000,5000,5000
"elderly","The Big Lottery Fund","Pakistan",2005,1,5000,5000,5000
"elderly","The Big Lottery Fund","Peru",2004,1,528738,528738,528738
"elderly","The Big Lottery Fund","Sudan",2008,1,5000,5000,5000
"elderly","The Big Lottery Fund","Uganda",2007,1,10000,10000,10000
"elderly","The Big Lottery Fund","Vietnam",2004,1,40082,40082,40082
"elderly","The Big Lottery Fund","Vietnam",2006,1,2015,2015,2015
"elderly","The Big Lottery Fund","Yemen",2005,2,9106,4988,4553
"elderly","The Big Lottery Fund",NA,2004,231,4942586,1241250,21396.4761904762
"elderly","The Big Lottery Fund",NA,2005,293,5513183,250000,18816.3242320819
"elderly","The Big Lottery Fund",NA,2006,241,2924805,403856,12136.1203319502
"elderly","The Big Lottery Fund",NA,2007,107,21224030.5,16103959.5,198355.425233645
"elderly","The Big Lottery Fund",NA,2008,113,6023704,495000,53307.1150442478
"elderly","The Big Lottery Fund",NA,2009,78,2548443,587719,32672.3461538462
"elderly","The Big Lottery Fund",NA,2010,68,5411713,5e+06,79584.0147058823
"elderly","The Big Lottery Fund",NA,2011,52,799599,316323,15376.9038461538
"elderly","The Big Lottery Fund",NA,2012,46,2134539,688316,46403.0217391304
"elderly","The Big Lottery Fund",NA,2013,106,2268724.24,780782,21403.0588679245
"elderly","The Big Lottery Fund",NA,2014,17,115758,10000,6809.29411764706
"elderly","The Big Lottery Fund",NA,2015,60,2207718,540321,36795.3
"elderly","The Big Lottery Fund",NA,2016,56,1303428,361556,23275.5
"elderly","The Big Lottery Fund",NA,2017,38,1958646,499154,51543.3157894737
"elderly","The Wellcome Trust","Australia",2008,1,1500,1500,1500
"elderly","The Wellcome Trust","Germany",2009,1,6000,6000,6000
"elderly","The Wellcome Trust","Hong Kong",2011,1,158205,158205,158205
"elderly","The Wellcome Trust","India",2006,1,41862,41862,41862
"elderly","The Wellcome Trust","India",2012,2,163732,133454,81866
"elderly","The Wellcome Trust","Iraq",2016,1,40000,40000,40000
"elderly","The Wellcome Trust","Ireland",2016,1,4877,4877,4877
"elderly","The Wellcome Trust","Mongolia",2011,1,29851,29851,29851
"elderly","The Wellcome Trust","Nigeria",2006,2,551181,340893,275590.5
"elderly","The Wellcome Trust","Uganda",2014,1,138762,138762,138762
"elderly","The Wellcome Trust",NA,2005,4,2998411,2212577,749602.75
"elderly","The Wellcome Trust",NA,2006,1,207466,207466,207466
"elderly","The Wellcome Trust",NA,2007,4,947322,610728,236830.5
"elderly","The Wellcome Trust",NA,2008,7,1674457,629434,239208.142857143
"elderly","The Wellcome Trust",NA,2009,7,1475506,775035,210786.571428571
"elderly","The Wellcome Trust",NA,2010,3,801422,452820,267140.666666667
"elderly","The Wellcome Trust",NA,2011,1,5464,5464,5464
"elderly","The Wellcome Trust",NA,2012,8,4561922,1534080,570240.25
"elderly","The Wellcome Trust",NA,2013,1,160280,160280,160280
"elderly","The Wellcome Trust",NA,2014,8,4693112,2500481,586639
"elderly","The Wellcome Trust",NA,2015,11,6371493,2772791,579226.636363636
"elderly","The Wellcome Trust",NA,2016,5,6579418,3471673,1315883.6
"elderly","The Wellcome Trust",NA,2017,10,580332,250000,58033.2
"equipment","Esmée Fairbairn Foundation",NA,2008,1,66662,66662,66662
"equipment","Esmée Fairbairn Foundation",NA,2012,3,435466,236718,145155.333333333
"equipment","Esmée Fairbairn Foundation",NA,2014,2,619500,319500,309750
"equipment","Esmée Fairbairn Foundation",NA,2015,3,195556,110556,65185.3333333333
"equipment","Esmée Fairbairn Foundation",NA,2017,1,45000,45000,45000
"equipment","Gatsby Charitable Foundation",NA,2007,1,79823428.48,79823428.48,79823428.48
"equipment","Gatsby Charitable Foundation",NA,2011,1,2.5e+07,2.5e+07,2.5e+07
"equipment","Gatsby Charitable Foundation",NA,2013,1,18750000,18750000,18750000
"equipment","Northern Rock Foundation",NA,2004,5,46444,13084,9288.8
"equipment","Northern Rock Foundation",NA,2005,1,5000,5000,5000
"equipment","Northern Rock Foundation",NA,2006,5,189548,1e+05,37909.6
"equipment","Northern Rock Foundation",NA,2007,1,10612,10612,10612
"equipment","Northern Rock Foundation",NA,2008,1,17511,17511,17511
"equipment","Northern Rock Foundation",NA,2009,1,36525,36525,36525
"equipment","others","Australia",2017,1,785,785,785
"equipment","others","Kenya",2014,1,74000,74000,74000
"equipment","others","Kenya",2015,1,500,500,500
"equipment","others","Madagascar",2015,1,78000,78000,78000
"equipment","others","South Africa",2004,1,6226,6226,6226
"equipment","others","Syria",2017,1,500,500,500
"equipment","others","Tanzania",2010,1,2000,2000,2000
"equipment","others","Uganda",2014,1,2000,2000,2000
"equipment","others","Zambia",2015,1,1500,1500,1500
"equipment","others",NA,2004,5,199199,190659,39839.8
"equipment","others",NA,2005,9,16000,2500,1777.77777777778
"equipment","others",NA,2006,16,76000,35000,4750
"equipment","others",NA,2007,21,121900,40000,5804.7619047619
"equipment","others",NA,2008,11,24250,4000,2204.54545454545
"equipment","others",NA,2009,7,65000,28600,9285.71428571429
"equipment","others",NA,2010,28,337700,41400,12060.7142857143
"equipment","others",NA,2011,16,954000,625000,59625
"equipment","others",NA,2012,15,254640,58000,16976
"equipment","others",NA,2013,37,1108561.7,598140,29961.127027027
"equipment","others",NA,2014,73,2313288.7,2e+05,31688.8863013699
"equipment","others",NA,2015,130,5553012.27,1250000,42715.479
"equipment","others",NA,2016,320,3051954.57,105378,9537.35803125
"equipment","others",NA,2017,1374,4524814.28,120220,3293.16905385735
"equipment","Paul Hamlyn Foundation",NA,2006,3,123327,69452,41109
"equipment","Paul Hamlyn Foundation",NA,2007,1,91592,91592,91592
"equipment","Paul Hamlyn Foundation",NA,2010,2,222000,179000,111000
"equipment","Paul Hamlyn Foundation",NA,2012,2,87801,57801,43900.5
"equipment","Paul Hamlyn Foundation",NA,2013,1,2e+05,2e+05,2e+05
"equipment","Paul Hamlyn Foundation",NA,2016,5,404169,125000,80833.8
"equipment","Sport England",NA,2006,2,51477,26977,25738.5
"equipment","Sport England",NA,2008,3,1642882,1499884,547627.333333333
"equipment","Sport England",NA,2009,40,391522,150000,9788.05
"equipment","Sport England",NA,2010,69,626635,125000,9081.66666666667
"equipment","Sport England",NA,2011,49,406062,34372,8286.97959183673
"equipment","Sport England",NA,2012,74,1879719,830352,25401.6081081081
"equipment","Sport England",NA,2013,98,1751503,501545,17872.4795918367
"equipment","Sport England",NA,2014,194,2250345,350764,11599.7164948454
"equipment","Sport England",NA,2015,52,1179129,361660,22675.5576923077
"equipment","Sport England",NA,2016,44,652113,97385,14820.75
"equipment","Sport England",NA,2017,45,2468085,500017,54846.3333333333
"equipment","The Big Lottery Fund","Afghanistan",2005,1,4830,4830,4830
"equipment","The Big Lottery Fund","Afghanistan",2013,1,179994,179994,179994
"equipment","The Big Lottery Fund","Albania",2009,1,10000,10000,10000
"equipment","The Big Lottery Fund","Angola",2004,1,4959,4959,4959
"equipment","The Big Lottery Fund","Bangladesh",2004,3,14753,5000,4917.66666666667
"equipment","The Big Lottery Fund","Bangladesh",2005,6,28500,5000,4750
"equipment","The Big Lottery Fund","Bangladesh",2006,3,18325,9320,6108.33333333333
"equipment","The Big Lottery Fund","Bangladesh",2012,1,473589,473589,473589
"equipment","The Big Lottery Fund","Bangladesh",2017,1,10000,10000,10000
"equipment","The Big Lottery Fund","Bosnia and Herzegovina",2004,1,3793,3793,3793
"equipment","The Big Lottery Fund","Bosnia and Herzegovina",2007,1,5450,5450,5450
"equipment","The Big Lottery Fund","Botswana",2006,1,4825,4825,4825
"equipment","The Big Lottery Fund","Brazil",2004,2,10000,5000,5000
"equipment","The Big Lottery Fund","Brazil",2011,1,10000,10000,10000
"equipment","The Big Lottery Fund","Cameroon",2004,2,8662,4719,4331
"equipment","The Big Lottery Fund","Cameroon",2008,1,9475,9475,9475
"equipment","The Big Lottery Fund","Cameroon",2012,1,7654,7654,7654
"equipment","The Big Lottery Fund","Canada",2005,1,1550,1550,1550
"equipment","The Big Lottery Fund","Canada",2006,1,9625,9625,9625
"equipment","The Big Lottery Fund","Chad",2012,1,10000,10000,10000
"equipment","The Big Lottery Fund","China",2007,1,3125,3125,3125
"equipment","The Big Lottery Fund","Congo",2004,5,24152,5000,4830.4
"equipment","The Big Lottery Fund","Congo",2005,1,4420,4420,4420
"equipment","The Big Lottery Fund","Congo",2010,1,8486,8486,8486
"equipment","The Big Lottery Fund","Congo",2016,1,2000,2000,2000
"equipment","The Big Lottery Fund","Cyprus",2006,1,5000,5000,5000
"equipment","The Big Lottery Fund","Denmark",2009,1,4070,4070,4070
"equipment","The Big Lottery Fund","Denmark",2014,1,5000,5000,5000
"equipment","The Big Lottery Fund","El Salvador",2004,1,512909,512909,512909
"equipment","The Big Lottery Fund","Eritrea",2006,1,9508,9508,9508
"equipment","The Big Lottery Fund","Eritrea",2008,1,4160,4160,4160
"equipment","The Big Lottery Fund","Eritrea",2011,1,8752,8752,8752
"equipment","The Big Lottery Fund","Eritrea",2017,1,10000,10000,10000
"equipment","The Big Lottery Fund","Ethiopia",2004,1,5000,5000,5000
"equipment","The Big Lottery Fund","France",2009,1,852,852,852
"equipment","The Big Lottery Fund","Georgia",2007,1,3800,3800,3800
"equipment","The Big Lottery Fund","Germany",2005,1,3900,3900,3900
"equipment","The Big Lottery Fund","Ghana",2005,1,4525,4525,4525
"equipment","The Big Lottery Fund","Hungary",2007,1,3670,3670,3670
"equipment","The Big Lottery Fund","Iceland",2005,1,4098,4098,4098
"equipment","The Big Lottery Fund","Iceland",2012,1,3470,3470,3470
"equipment","The Big Lottery Fund","India",2004,3,14900,5000,4966.66666666667
"equipment","The Big Lottery Fund","India",2005,3,13100,5000,4366.66666666667
"equipment","The Big Lottery Fund","India",2006,1,4950,4950,4950
"equipment","The Big Lottery Fund","India",2007,1,4470,4470,4470
"equipment","The Big Lottery Fund","India",2008,2,282601,274601,141300.5
"equipment","The Big Lottery Fund","India",2009,2,7450,4495,3725
"equipment","The Big Lottery Fund","India",2011,2,13122,8122,6561
"equipment","The Big Lottery Fund","India",2012,1,4343,4343,4343
"equipment","The Big Lottery Fund","Iran",2004,1,5000,5000,5000
"equipment","The Big Lottery Fund","Iran",2010,1,9500,9500,9500
"equipment","The Big Lottery Fund","Iran",2014,1,9980,9980,9980
"equipment","The Big Lottery Fund","Ireland",2004,1,4978,4978,4978
"equipment","The Big Lottery Fund","Ireland",2005,5,158549,144275,31709.8
"equipment","The Big Lottery Fund","Ireland",2006,1,30000,30000,30000
"equipment","The Big Lottery Fund","Ireland",2008,3,29595,9990,9865
"equipment","The Big Lottery Fund","Ireland",2009,1,4663,4663,4663
"equipment","The Big Lottery Fund","Ireland",2010,4,26621,9962,6655.25
"equipment","The Big Lottery Fund","Ireland",2011,1,9907,9907,9907
"equipment","The Big Lottery Fund","Ireland",2012,3,23030,10000,7676.66666666667
"equipment","The Big Lottery Fund","Ireland",2013,5,42375,10000,8475
"equipment","The Big Lottery Fund","Ireland",2015,3,25533,10000,8511
"equipment","The Big Lottery Fund","Ireland",2016,2,15075,10000,7537.5
"equipment","The Big Lottery Fund","Israel",2008,1,8579,8579,8579
"equipment","The Big Lottery Fund","Italy",2005,1,4850,4850,4850
"equipment","The Big Lottery Fund","Jamaica",2004,1,2100,2100,2100
"equipment","The Big Lottery Fund","Japan",2004,1,3334,3334,3334
"equipment","The Big Lottery Fund","Japan",2007,1,5297,5297,5297
"equipment","The Big Lottery Fund","Japan",2010,1,9400,9400,9400
"equipment","The Big Lottery Fund","Kenya",2004,1,4980,4980,4980
"equipment","The Big Lottery Fund","Malawi",2013,1,6500,6500,6500
"equipment","The Big Lottery Fund","Mongolia",2010,1,9100,9100,9100
"equipment","The Big Lottery Fund","Morocco",2006,1,4704,4704,4704
"equipment","The Big Lottery Fund","Nepal",2012,1,598103,598103,598103
"equipment","The Big Lottery Fund","Nicaragua",2006,1,5000,5000,5000
"equipment","The Big Lottery Fund","Nigeria",2007,1,9925,9925,9925
"equipment","The Big Lottery Fund","Nigeria",2009,1,9920,9920,9920
"equipment","The Big Lottery Fund","Nigeria",2012,1,9902,9902,9902
"equipment","The Big Lottery Fund","Norway",2011,1,9440,9440,9440
"equipment","The Big Lottery Fund","Pakistan",2004,1,66291,66291,66291
"equipment","The Big Lottery Fund","Pakistan",2005,1,3557,3557,3557
"equipment","The Big Lottery Fund","Pakistan",2006,1,5000,5000,5000
"equipment","The Big Lottery Fund","Pakistan",2012,1,10000,10000,10000
"equipment","The Big Lottery Fund","Pakistan",2014,1,1765,1765,1765
"equipment","The Big Lottery Fund","Pakistan",2015,1,7115,7115,7115
"equipment","The Big Lottery Fund","Peru",2012,1,14160,14160,14160
"equipment","The Big Lottery Fund","Peru",2013,1,499687,499687,499687
"equipment","The Big Lottery Fund","Romania",2015,1,6854,6854,6854
"equipment","The Big Lottery Fund","Russia",2005,2,9990,5000,4995
"equipment","The Big Lottery Fund","Russia",2006,1,5000,5000,5000
